,loss,accuracy
0,5.410409927368164,0.02777777798473835
1,5.148702621459961,0.05714285746216774
2,3.85221004486084,0.1111111119389534
3,3.3045828342437744,0.02777777798473835
4,3.2777047157287598,0.11428571492433548
5,3.044783115386963,0.1111111119389534
6,3.0866641998291016,0.02777777798473835
7,2.8430418968200684,0.0833333358168602
8,2.9979922771453857,0.1111111119389534
9,3.3229799270629883,0.0833333358168602
10,3.3042263984680176,0.0833333358168602
11,3.3055241107940674,0.1111111119389534
12,3.003878116607666,0.1388888955116272
13,2.6864562034606934,0.0833333358168602
14,3.134650707244873,0.0833333358168602
15,3.3041162490844727,0.0833333358168602
16,2.758236885070801,0.08571428805589676
17,3.0273706912994385,0.0555555559694767
18,2.6892008781433105,0.1388888955116272
19,2.6721928119659424,0.1666666716337204
20,3.2498321533203125,0.02857142873108387
21,2.9033164978027344,0.1388888955116272
22,2.690293788909912,0.1666666716337204
23,2.69297194480896,0.1388888955116272
24,3.140594959259033,0.0833333358168602
25,2.6175498962402344,0.1666666716337204
26,2.8264708518981934,0.1944444477558136
27,3.073969841003418,0.1111111119389534
28,2.982532262802124,0.1111111119389534
29,2.7202539443969727,0.1666666716337204
30,2.754750967025757,0.1111111119389534
31,2.8720767498016357,0.1111111119389534
32,2.7142584323883057,0.2222222238779068
33,2.8683223724365234,0.0833333358168602
34,2.6061925888061523,0.20000000298023224
35,2.4205517768859863,0.3611111044883728
36,2.84468936920166,0.1666666716337204
37,2.843921184539795,0.1388888955116272
38,2.94765043258667,0.1944444477558136
39,2.8309326171875,0.1944444477558136
40,2.484745979309082,0.1111111119389534
41,2.259207010269165,0.3055555522441864
42,2.7391719818115234,0.1388888955116272
43,2.527182102203369,0.1666666716337204
44,2.7296910285949707,0.2222222238779068
45,2.4396328926086426,0.2777777910232544
46,2.38576340675354,0.1666666716337204
47,2.543461799621582,0.20000000298023224
48,2.223548173904419,0.2777777910232544
49,2.534804344177246,0.2857142984867096
50,2.488943576812744,0.34285715222358704
51,2.433759927749634,0.3055555522441864
52,2.351257562637329,0.2857142984867096
53,2.4766218662261963,0.2222222238779068
54,2.214334487915039,0.2857142984867096
55,2.481802463531494,0.2857142984867096
56,2.3493711948394775,0.25
57,2.5071310997009277,0.3142857253551483
58,2.2152414321899414,0.37142857909202576
59,2.028184175491333,0.37142857909202576
60,1.9458296298980713,0.3333333432674408
61,2.4659459590911865,0.3142857253551483
62,1.9809283018112183,0.4000000059604645
63,2.1321635246276855,0.25
64,2.0544755458831787,0.3055555522441864
65,1.932157278060913,0.34285715222358704
66,1.9724946022033691,0.4166666567325592
67,2.0608973503112793,0.2777777910232544
68,1.7376141548156738,0.4166666567325592
69,1.7163474559783936,0.5
70,1.7160300016403198,0.5555555820465088
71,2.178849220275879,0.2857142984867096
72,1.9710336923599243,0.3611111044883728
73,2.352400779724121,0.2777777910232544
74,2.1562106609344482,0.3055555522441864
75,2.428572654724121,0.2222222238779068
76,2.2027900218963623,0.3142857253551483
77,1.6975650787353516,0.4166666567325592
78,1.878908634185791,0.37142857909202576
79,1.8171179294586182,0.3055555522441864
80,2.4490835666656494,0.3055555522441864
81,2.1129536628723145,0.3888888955116272
82,1.9243714809417725,0.4444444477558136
83,1.6200318336486816,0.5142857432365417
84,2.5836992263793945,0.2222222238779068
85,2.0902023315429688,0.3333333432674408
86,1.3806126117706299,0.48571428656578064
87,1.9615622758865356,0.5
88,2.0928797721862793,0.3888888955116272
89,1.7796118259429932,0.5428571701049805
90,1.6764156818389893,0.5
91,1.7546608448028564,0.4571428596973419
92,2.1126163005828857,0.4571428596973419
93,1.7504966259002686,0.5555555820465088
94,2.0813770294189453,0.2777777910232544
95,2.08111834526062,0.3055555522441864
96,2.097822427749634,0.3888888955116272
97,1.9358915090560913,0.3611111044883728
98,1.8392421007156372,0.4000000059604645
99,1.6795523166656494,0.5277777910232544
100,1.956971526145935,0.3888888955116272
101,2.0156917572021484,0.4285714328289032
102,1.7595195770263672,0.5
103,1.7893282175064087,0.4571428596973419
104,1.736006498336792,0.4571428596973419
105,1.6101222038269043,0.5833333134651184
106,1.808411955833435,0.3055555522441864
107,1.6474926471710205,0.4444444477558136
108,1.7094078063964844,0.4722222089767456
109,1.983160376548767,0.4285714328289032
110,1.6540930271148682,0.4722222089767456
111,1.9745151996612549,0.4571428596973419
112,1.5833685398101807,0.5428571701049805
113,1.8599681854248047,0.4444444477558136
114,1.9573332071304321,0.4722222089767456
115,1.651762843132019,0.5555555820465088
116,1.6843702793121338,0.4722222089767456
117,1.8679519891738892,0.48571428656578064
118,1.6613273620605469,0.4444444477558136
119,1.4682340621948242,0.4571428596973419
120,1.5004287958145142,0.5833333134651184
121,1.8419958353042603,0.3611111044883728
122,2.0382750034332275,0.3611111044883728
