,accuracy,loss,val_accuracy,val_loss
0,0.4100528955459595,2.4453353881835938,0.42916667461395264,2.8076231479644775
1,0.41644325852394104,2.479483127593994,0.3375000059604645,3.303962230682373
2,0.3824843466281891,2.6115336418151855,0.27916666865348816,4.191530704498291
3,0.4146559536457062,2.544938325881958,0.34166666865348816,3.4115488529205322
4,0.4223985970020294,2.4590368270874023,0.11666666716337204,15.947407722473145
5,0.40214475989341736,2.5844857692718506,0.3583333194255829,3.0813188552856445
6,0.4128686189651489,2.424428701400757,0.25,3.9558932781219482
7,0.4057193994522095,2.5305497646331787,0.07916666567325592,26.429912567138672
8,0.41644325852394104,2.442617416381836,0.20416666567325592,5.061931133270264
9,0.41108131408691406,2.440415382385254,0.32499998807907104,3.46502947807312
10,0.40750670433044434,2.460592746734619,0.32083332538604736,3.1265718936920166
11,0.4244861602783203,2.455667734146118,0.3583333194255829,3.072822093963623
12,0.4244861602783203,2.43254017829895,0.2750000059604645,5.308531284332275
13,0.42895442247390747,2.366274833679199,0.3916666805744171,2.9967286586761475
14,0.4057193994522095,2.4828968048095703,0.17499999701976776,4.214288711547852
15,0.41733691096305847,2.3273892402648926,0.2708333432674408,3.2837636470794678
16,0.4128686189651489,2.392479181289673,0.1458333283662796,6.639585494995117
17,0.42806077003479004,2.3735506534576416,0.2874999940395355,3.437103748321533
18,0.4244861602783203,2.432891607284546,0.26249998807907104,3.8690340518951416
19,0.44885361194610596,2.3354790210723877,0.3375000059604645,2.8646626472473145
20,0.4593386948108673,2.292457342147827,0.2958333194255829,3.757572650909424
21,0.4530830979347229,2.244075059890747,0.30416667461395264,3.5544216632843018
22,0.4441465735435486,2.3028676509857178,0.2958333194255829,3.118246555328369
23,0.42328041791915894,2.305204153060913,0.26249998807907104,5.351564407348633
24,0.456657737493515,2.3676817417144775,0.23333333432674408,6.738949775695801
25,0.4414655864238739,2.3548202514648438,0.40833333134651184,2.4622464179992676
26,0.4361036717891693,2.373844861984253,0.3541666567325592,3.619415283203125
27,0.4504021406173706,2.267972707748413,0.22499999403953552,6.6125335693359375
28,0.44235923886299133,2.314506769180298,0.38333332538604736,2.957249402999878
29,0.45218944549560547,2.2585647106170654,0.40416666865348816,2.6412696838378906
30,0.4298480749130249,2.3044626712799072,0.13750000298023224,9.702061653137207
31,0.45755138993263245,2.2501697540283203,0.3958333432674408,2.6038014888763428
32,0.4468275308609009,2.3446805477142334,0.14166666567325592,7.199316024780273
33,0.44593387842178345,2.2237088680267334,0.38333332538604736,2.9289581775665283
34,0.44057193398475647,2.217622756958008,0.11666666716337204,12.872467041015625
35,0.4611259996891022,2.204780101776123,0.3499999940395355,2.85931396484375
36,0.4593386948108673,2.217200994491577,0.30000001192092896,3.2217493057250977
37,0.43074172735214233,2.3777716159820557,0.36666667461395264,2.9210808277130127
38,0.44325289130210876,2.2689552307128906,0.32499998807907104,3.110586643218994
39,0.456657737493515,2.186875104904175,0.07916666567325592,28.392972946166992
40,0.456657737493515,2.2235286235809326,0.38749998807907104,2.8087821006774902
41,0.4557640850543976,2.2130839824676514,0.25833332538604736,4.138667106628418
42,0.46380695700645447,2.1339943408966064,0.1458333283662796,7.698278427124023
43,0.4745308458805084,2.1582589149475098,0.2666666805744171,4.088172435760498
44,0.456657737493515,2.168848991394043,0.34583333134651184,3.161515235900879
45,0.4736371636390686,2.1415512561798096,0.38749998807907104,2.952953815460205
46,0.47542449831962585,2.104541778564453,0.4000000059604645,2.7856462001800537
47,0.46648794412612915,2.134226083755493,0.3375000059604645,2.9287962913513184
48,0.46291330456733704,2.1867659091949463,0.36250001192092896,3.220564842224121
49,0.4902998208999634,2.2083725929260254,0.2874999940395355,5.015631198883057
50,0.47542449831962585,2.090965747833252,0.3125,4.157238483428955
51,0.49597856402397156,2.0541677474975586,0.47083333134651184,2.4589767456054688
52,0.4611992835998535,2.1142144203186035,0.21250000596046448,7.302664279937744
53,0.4825737178325653,2.048105239868164,0.1666666716337204,6.850989818572998
54,0.48078641295433044,2.142324924468994,0.2541666626930237,3.756194591522217
55,0.468275249004364,2.156859874725342,0.2083333283662796,6.376736640930176
56,0.4816800653934479,2.0348713397979736,0.2666666805744171,3.6167054176330566
57,0.4816800653934479,2.107621908187866,0.46666666865348816,2.7780840396881104
58,0.48436102271080017,2.008530855178833,0.3583333194255829,3.185497760772705
59,0.49597856402397156,2.040040969848633,0.3333333432674408,2.887425422668457
60,0.47274351119995117,2.14019775390625,0.47083333134651184,2.3769493103027344
61,0.5093833804130554,1.9603819847106934,0.25833332538604736,5.055495262145996
62,0.491510272026062,2.021078586578369,0.3125,3.739020347595215
63,0.5272564888000488,1.934573769569397,0.36666667461395264,3.635070562362671
64,0.4995531737804413,2.006556510925293,0.2958333194255829,3.5720467567443848
65,0.4932975769042969,2.0580289363861084,0.46666666865348816,2.641441822052002
66,0.5227882266044617,1.9145433902740479,0.3583333194255829,2.8801348209381104
67,0.49597856402397156,1.9287606477737427,0.3499999940395355,4.168903827667236
68,0.47810545563697815,2.048668384552002,0.49166667461395264,2.4569525718688965
69,0.5004468560218811,1.948535442352295,0.2874999940395355,3.2110354900360107
70,0.5111706852912903,1.9884097576141357,0.2541666626930237,3.4800961017608643
71,0.5129579901695251,1.94181489944458,0.2541666626930237,3.3663363456726074
72,0.5067024230957031,2.004382848739624,0.10000000149011612,9.452624320983887
73,0.5192135572433472,1.9117422103881836,0.34166666865348816,2.8788554668426514
74,0.4977658689022064,1.9743868112564087,0.20000000298023224,4.478422164916992
75,0.5192135572433472,1.8888022899627686,0.375,3.178414821624756
76,0.5174262523651123,1.896728754043579,0.32499998807907104,4.120006084442139
77,0.5138516426086426,1.904107928276062,0.5208333134651184,2.2660012245178223
78,0.5183199048042297,1.860304832458496,0.10833333432674408,5.8641839027404785
79,0.5352993607521057,1.912135362625122,0.2708333432674408,4.081610679626465
80,0.5218945741653442,1.8134682178497314,0.4749999940395355,2.5913875102996826
81,0.5379188656806946,1.785248875617981,0.2541666626930237,7.171578407287598
82,0.5343915224075317,1.83039391040802,0.2666666805744171,4.77339506149292
83,0.5460232496261597,1.7941288948059082,0.21250000596046448,3.844630479812622
84,0.5299374461174011,1.8656485080718994,0.36250001192092896,2.647493600845337
85,0.5415549874305725,1.8014551401138306,0.42916667461395264,2.8051366806030273
86,0.5290437936782837,1.8600587844848633,0.36250001192092896,3.043522357940674
87,0.5513851642608643,1.7746187448501587,0.2916666567325592,3.1594369411468506
88,0.5370866656303406,1.8689806461334229,0.3499999940395355,4.298097133636475
89,0.5406612753868103,1.7757395505905151,0.4124999940395355,2.602200984954834
90,0.5495978593826294,1.761230230331421,0.26249998807907104,4.116796970367432
91,0.537980318069458,1.7978088855743408,0.375,2.626652479171753
92,0.5388739705085754,1.7436065673828125,0.4375,2.4387471675872803
93,0.5767195820808411,1.693548321723938,0.1875,8.451441764831543
94,0.5493826866149902,1.735758662223816,0.3125,5.043592929840088
95,0.5674709677696228,1.6250520944595337,0.23749999701976776,4.44679594039917
96,0.5674709677696228,1.6398974657058716,0.4333333373069763,2.33040714263916
97,0.5335120558738708,1.7523759603500366,0.24583333730697632,3.551269292831421
98,0.5504915118217468,1.7149094343185425,0.47083333134651184,2.142627000808716
99,0.5522788166999817,1.73195219039917,0.08749999850988388,14.598862648010254
100,0.5790884494781494,1.6110279560089111,0.3583333194255829,3.701937437057495
