,loss,accuracy,val_loss,val_accuracy
0,3.748074531555176,0.0416666679084301,3.4866859912872314,0.15000000596046448
1,3.5033633708953857,0.014285714365541935,3.5321383476257324,0.10000000149011612
2,3.523831605911255,0.0694444477558136,3.3869757652282715,0.20000000298023224
3,3.5574951171875,0.0694444477558136,3.3609859943389893,0.15000000596046448
4,3.5283946990966797,0.0694444477558136,3.404737949371338,0.10000000149011612
5,3.5604963302612305,0.0555555559694767,3.2982494831085205,0.25
6,3.3628764152526855,0.1111111119389534,3.2774269580841064,0.10000000149011612
7,3.2877209186553955,0.125,3.1013519763946533,0.10000000149011612
8,3.16460919380188,0.1111111119389534,3.25325083732605,0.20000000298023224
9,3.255521535873413,0.1428571492433548,3.2273001670837402,0.15000000596046448
10,3.240692615509033,0.1666666716337204,3.239708423614502,0.20000000298023224
11,3.089920997619629,0.1527777761220932,3.1110270023345947,0.15000000596046448
12,2.941138505935669,0.24285714328289032,3.269987106323242,0.15000000596046448
13,3.0837485790252686,0.1944444477558136,2.844371795654297,0.3499999940395355
14,3.0413684844970703,0.1527777761220932,3.230496883392334,0.10000000149011612
15,3.004098892211914,0.10000000149011612,2.9838643074035645,0.10000000149011612
16,2.8981754779815674,0.20000000298023224,2.741560220718384,0.20000000298023224
17,2.7054851055145264,0.2638888955116272,2.575857162475586,0.4000000059604645
18,3.000270366668701,0.20000000298023224,2.59426212310791,0.4000000059604645
19,2.6907920837402344,0.2222222238779068,2.889495611190796,0.05000000074505806
20,2.400106906890869,0.3857142925262451,2.5495431423187256,0.30000001192092896
21,2.706477165222168,0.2916666567325592,2.6789257526397705,0.30000001192092896
22,2.2649383544921875,0.3888888955116272,2.6999764442443848,0.3499999940395355
23,2.521716356277466,0.2777777910232544,2.534759044647217,0.4000000059604645
24,2.739649772644043,0.27142858505249023,2.420915126800537,0.4000000059604645
25,2.5121896266937256,0.3194444477558136,2.6526684761047363,0.20000000298023224
26,2.3614282608032227,0.3055555522441864,2.546066999435425,0.15000000596046448
27,2.2617573738098145,0.375,2.294513702392578,0.25
28,2.26330304145813,0.4027777910232544,2.344526767730713,0.3499999940395355
29,2.3034884929656982,0.4444444477558136,2.31616473197937,0.30000001192092896
30,2.4691286087036133,0.3055555522441864,2.4618895053863525,0.20000000298023224
31,2.161996364593506,0.41428571939468384,2.552619695663452,0.20000000298023224
32,2.30605149269104,0.3857142925262451,2.549109935760498,0.30000001192092896
33,2.070756435394287,0.3857142925262451,1.7928991317749023,0.4000000059604645
34,2.5648531913757324,0.3055555522441864,2.185403823852539,0.30000001192092896
35,2.284911870956421,0.4027777910232544,2.1922497749328613,0.30000001192092896
36,2.2091381549835205,0.4027777910232544,2.3477413654327393,0.15000000596046448
37,2.2367303371429443,0.3472222089767456,2.5742905139923096,0.25
38,2.175905466079712,0.3611111044883728,2.2392845153808594,0.25
39,2.0567986965179443,0.4027777910232544,2.4047818183898926,0.30000001192092896
40,1.9823294878005981,0.44285714626312256,2.1653106212615967,0.3499999940395355
41,1.861703872680664,0.4166666567325592,2.1462085247039795,0.30000001192092896
42,1.8814046382904053,0.4444444477558136,2.0624263286590576,0.4000000059604645
43,2.2063987255096436,0.3333333432674408,1.8846461772918701,0.44999998807907104
44,1.8786247968673706,0.5,2.1270289421081543,0.4000000059604645
45,1.923759937286377,0.4861111044883728,1.5860792398452759,0.699999988079071
46,1.7194652557373047,0.4714285731315613,2.040719509124756,0.30000001192092896
47,1.9947324991226196,0.44285714626312256,2.1225602626800537,0.4000000059604645
48,1.765345573425293,0.4583333432674408,2.1494967937469482,0.44999998807907104
49,1.6170834302902222,0.5972222089767456,2.1163012981414795,0.3499999940395355
50,1.705384612083435,0.4583333432674408,1.9087588787078857,0.30000001192092896
51,1.8130230903625488,0.5138888955116272,2.292518138885498,0.3499999940395355
52,1.8931165933609009,0.4583333432674408,2.306361436843872,0.30000001192092896
53,1.4705132246017456,0.625,1.5834492444992065,0.5
54,1.82709801197052,0.4444444477558136,2.3286094665527344,0.3499999940395355
55,1.6208019256591797,0.5428571701049805,1.843017578125,0.44999998807907104
56,1.7687548398971558,0.44285714626312256,2.1809957027435303,0.3499999940395355
57,1.8770842552185059,0.5,1.6451812982559204,0.699999988079071
58,1.5717778205871582,0.5,2.2615714073181152,0.25
59,1.6475825309753418,0.5277777910232544,2.147529125213623,0.4000000059604645
60,1.746751308441162,0.4861111044883728,1.9041084051132202,0.30000001192092896
61,1.7038078308105469,0.5,1.897780418395996,0.5
62,1.407727599143982,0.5972222089767456,2.172248363494873,0.25
63,1.7644743919372559,0.5285714268684387,2.290248155593872,0.30000001192092896
64,1.67798912525177,0.5555555820465088,2.1864943504333496,0.3499999940395355
65,1.4606399536132812,0.5571428537368774,1.6617631912231445,0.4000000059604645
66,1.6368604898452759,0.5138888955116272,1.707397222518921,0.44999998807907104
67,1.4194227457046509,0.5694444179534912,1.6866422891616821,0.5
68,1.307363510131836,0.5138888955116272,1.9356715679168701,0.25
69,1.6752420663833618,0.4861111044883728,1.633535385131836,0.550000011920929
70,1.5561987161636353,0.5833333134651184,1.6360944509506226,0.550000011920929
71,1.5156148672103882,0.6000000238418579,2.176084518432617,0.4000000059604645
72,1.6755032539367676,0.5571428537368774,1.8033002614974976,0.4000000059604645
73,1.3414784669876099,0.6428571343421936,1.859954833984375,0.44999998807907104
74,1.5657634735107422,0.4861111044883728,2.0526115894317627,0.4000000059604645
75,1.661715030670166,0.5142857432365417,1.542550802230835,0.6499999761581421
76,1.384696125984192,0.625,1.478783369064331,0.44999998807907104
77,1.283315658569336,0.5833333134651184,1.2349416017532349,0.5
78,1.4439929723739624,0.5833333134651184,1.565938949584961,0.550000011920929
79,1.4745992422103882,0.4861111044883728,0.9901763796806335,0.800000011920929
80,1.3642020225524902,0.5833333134651184,1.1066150665283203,0.75
81,1.2080533504486084,0.625,1.6750704050064087,0.5
82,1.238374948501587,0.5694444179534912,2.142902135848999,0.25
83,1.259784460067749,0.6388888955116272,1.6011708974838257,0.4000000059604645
84,1.355358600616455,0.6527777910232544,1.5267388820648193,0.550000011920929
85,1.4770756959915161,0.6527777910232544,1.135588526725769,0.6499999761581421
86,1.3424943685531616,0.6111111044883728,1.5792433023452759,0.550000011920929
87,1.336295247077942,0.5833333134651184,1.593357801437378,0.4000000059604645
88,1.3914849758148193,0.625,0.9766203761100769,0.75
89,1.1136726140975952,0.7222222089767456,1.3627581596374512,0.6499999761581421
90,1.2528278827667236,0.6388888955116272,1.7120698690414429,0.44999998807907104
91,1.541348934173584,0.5555555820465088,1.7404639720916748,0.5
92,1.3584264516830444,0.5571428537368774,1.7079753875732422,0.6000000238418579
93,1.2467119693756104,0.5714285969734192,1.5679714679718018,0.550000011920929
94,1.211732029914856,0.6000000238418579,1.1089301109313965,0.6000000238418579
95,1.312357783317566,0.5833333134651184,1.0257842540740967,0.75
96,1.2847528457641602,0.5833333134651184,1.3588943481445312,0.6499999761581421
97,1.2999120950698853,0.6527777910232544,1.4028584957122803,0.6000000238418579
98,1.179117202758789,0.6666666865348816,1.6605876684188843,0.550000011920929
99,1.3867278099060059,0.5416666865348816,1.5507980585098267,0.44999998807907104
100,1.1617064476013184,0.6944444179534912,1.3748652935028076,0.5
101,1.1662745475769043,0.6388888955116272,1.4102815389633179,0.5
102,1.1039414405822754,0.6571428775787354,1.5204062461853027,0.550000011920929
103,1.1239182949066162,0.7142857313156128,1.1177055835723877,0.699999988079071
104,1.1660189628601074,0.6714285612106323,1.098939061164856,0.699999988079071
105,1.3898061513900757,0.5555555820465088,1.5767407417297363,0.5
106,1.1580655574798584,0.6571428775787354,1.3681108951568604,0.6499999761581421
107,1.0576534271240234,0.6428571343421936,1.2096381187438965,0.6000000238418579
108,1.2251518964767456,0.6142857074737549,1.0330884456634521,0.6499999761581421
109,1.1770610809326172,0.6428571343421936,1.1641695499420166,0.6000000238418579
110,1.187631368637085,0.6388888955116272,1.2090628147125244,0.6499999761581421
111,0.9304333329200745,0.699999988079071,1.2542051076889038,0.550000011920929
112,1.2155966758728027,0.6944444179534912,1.6566845178604126,0.5
113,1.0980907678604126,0.6571428775787354,1.433542013168335,0.6000000238418579
114,1.4400954246520996,0.5138888955116272,1.6031208038330078,0.44999998807907104
115,0.9946473240852356,0.7083333134651184,1.2746368646621704,0.75
116,1.0869284868240356,0.6527777910232544,1.2729876041412354,0.44999998807907104
117,1.209755778312683,0.6666666865348816,1.6121737957000732,0.5
118,0.8505668640136719,0.7222222089767456,1.6489880084991455,0.4000000059604645
119,0.9726659059524536,0.7361111044883728,1.5284111499786377,0.5
120,1.1394124031066895,0.5857142806053162,1.0499662160873413,0.699999988079071
121,0.9853798747062683,0.7142857313156128,1.061668038368225,0.6499999761581421
122,0.9532032012939453,0.6805555820465088,1.4830175638198853,0.550000011920929
123,0.8099472522735596,0.7285714149475098,1.6299946308135986,0.550000011920929
124,0.763788640499115,0.75,0.8030999302864075,0.800000011920929
125,1.1768828630447388,0.6111111044883728,1.2964823246002197,0.44999998807907104
126,1.0955098867416382,0.6944444179534912,1.4630653858184814,0.550000011920929
